Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Custom field (Actual end),Custom field (Actual start),Custom field (Approvals),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Focus Areas),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Request Type),Custom field (Sentiment),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent key,Parent summary,Status Category,Status Category Changed
Full Name field accepts numbers and special characters,ELP-50,10128,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,High,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Go to Register → Enter '123!@#' in Full Name → Click Sign Up.
Expected: Inline error shown.
Actual: Input accepted without validation error.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-2,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2c7d0ffb,,,,,,,,,,,,,,,,0|i000e7:,,,ELP Sprint 1,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 8:32 AM
Full Name field allows blank submission,ELP-51,10129,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,High,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Go to Register → Leave Full Name blank → Click Sign Up.
Expected: 'Full Name cannot be blank' error.
Actual: Form submits without error.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-2,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@20e3f8ed,,,,,,,,,,,,,,,,0|i000ef:,,,ELP Sprint 1,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 8:32 AM
Email field accepts duplicate email without error,ELP-52,10130,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,High,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Register with an existing email → Click Sign Up.
Expected: 'Email already registered.' message.
Actual: No error shown, duplicate account created.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-2,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2ad4f902,,,,,,,,,,,,,,,,0|i000en:,,,ELP Sprint 1,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 8:32 AM
OTP field does not expire after 5 minutes,ELP-53,10131,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Request OTP → Wait 6 minutes → Enter OTP.
Expected: 'OTP expired' message.
Actual: OTP accepted after expiry window.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-2,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4f14a3e5,,,,,,,,,,,,,,,,0|i000ev:,,,ELP Sprint 1,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 8:32 AM
Weak password accepted without strength indicator,ELP-54,10132,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,High,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Go to Register → Enter '12345678' as password.
Expected: Password strength shown as Weak, form blocked.
Actual: Weak password accepted, no strength indicator shown.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-2,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@364de246,,,,,,,,,,,,,,,,0|i000f3:,,,ELP Sprint 1,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 8:32 AM
Sign Up button enabled before OTP is verified,ELP-55,10133,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,High,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Fill all fields → Do not verify OTP → Sign Up button is clickable.
Expected: Sign Up button should be disabled until OTP is verified.
Actual: Button is enabled and clickable without OTP verification.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-2,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@434743c7,,,,,,,,,,,,,,,,0|i000fb:,,,ELP Sprint 1,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 8:32 AM
Login succeeds with unregistered email,ELP-56,10134,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,High,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Enter unregistered email → Enter any password → Click Login.
Expected: 'Email not found.' error.
Actual: Login proceeds without error.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-5,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@41579b43,,,,,,,,,,,,,,,,0|i000fj:,,,ELP Sprint 1,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 8:32 AM
Incorrect password does not show inline error,ELP-57,10135,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,High,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Enter registered email → Enter wrong password → Click Login.
Expected: 'Incorrect password.' inline error.
Actual: No error message displayed.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-5,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4c1a237f,,,,,,,,,,,,,,,,0|i000fr:,,,ELP Sprint 1,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 8:32 AM
Login button enabled with empty fields,ELP-58,10136,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Leave email and password blank → Login button is clickable.
Expected: Button should be disabled until valid inputs are provided.
Actual: Button is active and clickable with empty fields.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-5,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@21ee55ee,,,,,,,,,,,,,,,,0|i000fz:,,,ELP Sprint 1,,,,,,,,,,,,10082,ELP-4,MODULE 2 — User Login,To Do,02/Apr/26 8:32 AM
Search bar accepts single character input,ELP-59,10137,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Low,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Click search bar → Type 1 character → Auto-suggestions appear.
Expected: Minimum 2 characters required before suggestions show.
Actual: Suggestions appear after 1 character.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-8,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3a3bb54c,,,,,,,,,,,,,,,,0|i000g7:,,,ELP Sprint 1,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 8:32 AM
Session not maintained after page refresh,ELP-60,10138,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,High,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Login → Refresh the page.
Expected: User remains logged in, session maintained.
Actual: User is logged out and redirected to login page.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-7,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@d8c359a,,,,,,,,,,,,,,,,0|i000gf:,,,ELP Sprint 1,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 8:32 AM
Edit Profile allows duplicate email without error,ELP-61,10139,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,High,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Go to Edit Profile → Change email to an already registered email → Click Update.
Expected: 'Email already exists.' error.
Actual: Email updated without duplicate check.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-9,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7b00f67a,,,,,,,,,,,,,,,,0|i000gn:,,,ELP Sprint 1,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 8:32 AM
Change Password allows new password same as old password,ELP-62,10140,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Go to Change Password → Enter current password → Enter same value as new password → Click Update.
Expected: Error 'New password cannot be same as old password'.
Actual: Password updated successfully with same value.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-9,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2bfcb515,,,,,,,,,,,,,,,,0|i000gv:,,,ELP Sprint 1,,,,,,,,,,,,10084,ELP-6,MODULE 3 — Dashboard / Home Page,To Do,02/Apr/26 8:32 AM
Course card shows no default image when thumbnail is missing,ELP-63,10141,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Low,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Open course listing → Find a course with no thumbnail.
Expected: Default placeholder image shown.
Actual: Broken image icon or blank space displayed.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-12,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4325cd4d,,,,,,,,,,,,,,,,0|i000h3:,,,ELP Sprint 1,,,,,,,,,,,,10088,ELP-10,MODULE 4 — Course Listing Page,To Do,02/Apr/26 8:32 AM
Discounted price not shown with strikethrough on original,ELP-64,10142,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:32 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Open course listing → Find a discounted course.
Expected: Original price shown with strikethrough, discounted price shown clearly.
Actual: Only one price shown, no strikethrough formatting.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-12,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@26b451dd,,,,,,,,,,,,,,,,0|i000hb:,,,ELP Sprint 1,,,,,,,,,,,,10088,ELP-10,MODULE 4 — Course Listing Page,To Do,02/Apr/26 8:32 AM
Enroll Now button does not redirect to payment for paid course,ELP-65,10143,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,High,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:33 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Open a paid course detail page → Click Enroll Now.
Expected: Redirected to payment page.
Actual: Course added directly without payment flow.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-16,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@67f6e761,,,,,,,,,,,,,,,,0|i000hj:,,,ELP Sprint 1,,,,,,,,,,,,10091,ELP-13,MODULE 5 — Course Detail Page,To Do,02/Apr/26 8:33 AM
Video progress not saved after closing the player,ELP-66,10144,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,High,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:33 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Play a lecture → Close at 50% → Reopen the lecture.
Expected: Resumes from 50%.
Actual: Starts from the beginning.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-23,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@298a57e7,,,,,,,,,,,,,,,,0|i000hr:,,,ELP Sprint 1,,,,,,,,,,,,10099,ELP-21,MODULE 7 — Video Player,To Do,02/Apr/26 8:33 AM
Review can be submitted without a star rating,ELP-67,10145,Bug,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 8:33 AM,02/Apr/26 8:35 AM,,,,0,"Steps: Go to a course → Scroll to reviews → Submit review without selecting stars.
Expected: Validation error 'Please select a rating'.
Actual: Review submitted with 0 stars.",,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-26,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@dc9d91a,,,,,,,,,,,,,,,,0|i000hz:,,,ELP Sprint 1,,,,,,,,,,,,10103,ELP-25,MODULE 8 — Reviews & Ratings,To Do,02/Apr/26 8:33 AM
TC-01: Valid full name accepted,ELP-68,10146,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:28 AM,02/Apr/26 11:29 AM,02/Apr/26 11:27 AM,,,0,* Enter 'Ujjwal Kumar' - form accepts input without error,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-28,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@479b464d,,,,,,,,,,,,,,,,0|i000i7:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:28 AM
TC-02: Numbers rejected,ELP-69,10147,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:28 AM,02/Apr/26 10:28 AM,,,,0,* Enter '123Ujjwal' - inline error: Full Name must contain alphabets and spaces only,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-28,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@591c37c8,,,,,,,,,,,,,,,,0|i000if:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:28 AM
TC-03: Special characters rejected,ELP-70,10148,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:28 AM,02/Apr/26 10:28 AM,,,,0,* Enter 'User@#!' - inline error shown immediately,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-28,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@58028892,,,,,,,,,,,,,,,,0|i000in:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:28 AM
TC-04: Blank submission blocked,ELP-71,10149,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:28 AM,02/Apr/26 10:28 AM,,,,0,* Leave blank and click Sign Up - error: Full Name cannot be blank,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-28,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6ab311d9,,,,,,,,,,,,,,,,0|i000iv:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:28 AM
TC-05: Minimum length enforced,ELP-72,10150,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:28 AM,02/Apr/26 10:28 AM,,,,0,* Enter 'Ab' (2 chars) - error: Minimum 3 characters required,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-28,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@32e91632,,,,,,,,,,,,,,,,0|i000j3:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:28 AM
TC-06: Maximum length enforced,ELP-73,10151,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:28 AM,02/Apr/26 10:28 AM,,,,0,* Enter 51-character string - field truncates or shows error,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-28,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@38154def,,,,,,,,,,,,,,,,0|i000jb:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:28 AM
TC-01: Valid email accepted,ELP-74,10152,Task,To Do,ELP,E-Learning Platform,software,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,E-Learning Platform — Full QA Test Coverage,Medium,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,02/Apr/26 10:28 AM,02/Apr/26 10:28 AM,,,,0,* Enter 'user@mail.com' - accepted without error,,Ujjwal Kumar,712020:198b1a16-60d8-4aec-822c-6007c7a2cf71,,,,,,,,,,,,,,,,,,,,,,ELP-29,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@74101afe,,,,,,,,,,,,,,,,0|i000jj:,,,,,,,,,,,,,,,10079,ELP-1,MODULE 1 — User Registration,To Do,02/Apr/26 10:28 AM
